student_id,gender,ethnicity_group,parent_education,lunch_type,test_preparation,study_hours_week,attendance_rate,tutoring,extracurricular,math_score,reading_score,writing_score,final_grade_pct,passed
247,Female,Group A,Some College,Standard,Not Completed,6.0,1.0,Yes,Yes,68.5,68.5,75.9,71.0,1
248,Male,Group D,High School,Free/Reduced,Not Completed,23.8,0.847,Yes,No,93.2,100.0,97.5,96.9,1
249,Male,Group C,Associate's,Free/Reduced,Completed,2.6,0.786,No,Yes,46.9,46.5,42.2,45.2,0
250,Male,Group A,Master's,Standard,Completed,5.2,0.894,No,Yes,72.3,77.0,73.8,74.4,1
251,Female,Group A,Some College,Standard,Completed,8.0,0.872,No,Yes,69.0,74.7,64.0,69.2,1
252,Female,Group E,High School,Standard,Completed,2.2,0.833,Yes,Yes,82.6,78.8,74.4,78.6,1
253,Male,Group D,Some College,Standard,Not Completed,4.6,0.894,No,No,66.2,63.7,70.7,66.9,1
254,Female,Group D,Associate's,Standard,Not Completed,20.2,0.851,No,Yes,89.8,88.5,99.3,92.5,1
255,Female,Group E,High School,Standard,Not Completed,11.4,0.753,Yes,No,64.0,78.2,65.6,69.3,1
256,Male,Group C,Associate's,Standard,Completed,4.6,0.865,No,No,73.7,61.3,60.1,65.0,1
257,Male,Group C,Master's,Standard,Not Completed,4.5,0.809,Yes,Yes,78.4,83.4,76.2,79.3,1
258,Male,Group C,Some College,Free/Reduced,Completed,2.6,0.919,Yes,Yes,75.2,65.3,81.0,73.8,1
259,Male,Group B,Some College,Free/Reduced,Not Completed,5.0,0.848,Yes,No,76.3,64.3,72.8,71.1,1
260,Female,Group C,Some College,Standard,Completed,9.3,0.989,Yes,Yes,96.1,99.8,91.7,95.9,1
261,Male,Group D,High School,Standard,Not Completed,8.4,1.0,No,Yes,75.5,83.4,69.8,76.2,1
262,Male,Group C,Bachelor's,Free/Reduced,Not Completed,5.2,0.954,Yes,Yes,84.5,81.1,89.6,85.1,1
263,Female,Group E,Some College,Standard,Completed,3.6,0.776,No,Yes,63.4,67.1,65.7,65.4,1
264,Female,Group C,Some College,Free/Reduced,Not Completed,5.9,1.0,No,Yes,67.8,66.0,68.7,67.5,1
265,Male,Group C,Associate's,Free/Reduced,Completed,5.9,1.0,No,No,78.9,82.9,70.7,77.5,1
266,Male,Group C,Some College,Standard,Not Completed,10.5,0.902,Yes,No,73.3,72.5,66.2,70.7,1
267,Male,Group C,Associate's,Free/Reduced,Completed,7.7,1.0,Yes,Yes,75.5,83.5,74.0,77.7,1
268,Male,Group D,High School,Standard,Not Completed,7.1,0.856,Yes,Yes,76.6,78.4,82.1,79.0,1
269,Female,Group B,Bachelor's,Standard,Not Completed,13.1,0.751,No,Yes,66.4,76.6,83.0,75.3,1
270,Female,Group C,Master's,Standard,Completed,15.8,0.839,Yes,Yes,87.2,97.5,92.0,92.2,1
271,Male,Group A,Associate's,Standard,Not Completed,8.3,1.0,Yes,Yes,86.4,85.6,95.3,89.1,1
272,Male,Group C,Master's,Free/Reduced,Not Completed,8.4,0.781,No,No,94.3,94.0,92.8,93.7,1
273,Male,Group C,High School,Standard,Not Completed,6.2,0.9,No,No,58.4,56.2,46.0,53.5,0
274,Male,Group D,Some College,Standard,Not Completed,3.8,0.903,No,No,44.4,57.7,56.4,52.8,0
275,Female,Group E,Associate's,Standard,Not Completed,11.0,0.859,No,Yes,59.6,61.0,64.1,61.6,1
276,Female,Group C,Associate's,Free/Reduced,Completed,9.8,0.865,No,No,65.7,73.6,58.1,65.8,1
277,Male,Group D,Some College,Standard,Not Completed,6.5,0.906,No,Yes,69.5,71.9,71.0,70.8,1
278,Male,Group C,Some College,Standard,Not Completed,7.7,0.855,No,No,59.5,58.6,66.5,61.5,1
279,Male,Group C,High School,Free/Reduced,Not Completed,12.6,0.786,No,Yes,59.2,56.5,57.2,57.6,0
280,Male,Group A,Some College,Standard,Not Completed,13.9,0.917,No,No,78.1,75.0,76.9,76.7,1
281,Male,Group B,High School,Free/Reduced,Not Completed,0.9,0.986,No,Yes,43.8,55.1,51.4,50.1,0
282,Female,Group B,Bachelor's,Standard,Completed,4.4,0.97,Yes,No,82.0,85.9,84.7,84.2,1
283,Female,Group C,High School,Free/Reduced,Completed,6.5,0.835,No,No,71.0,76.8,64.1,70.6,1
284,Female,Group A,High School,Free/Reduced,Not Completed,3.2,0.8,No,Yes,55.0,59.9,50.1,55.0,0
285,Male,Group A,Associate's,Standard,Not Completed,7.8,0.877,No,No,68.8,73.2,72.7,71.6,1
286,Female,Group B,Associate's,Standard,Completed,4.6,1.0,No,Yes,79.5,89.2,86.7,85.1,1
287,Female,Group E,Bachelor's,Free/Reduced,Not Completed,7.9,0.952,Yes,Yes,79.9,84.8,75.8,80.2,1
288,Male,Group B,Associate's,Standard,Not Completed,4.7,0.956,No,Yes,61.2,69.3,62.9,64.5,1
289,Female,Group C,Some College,Free/Reduced,Not Completed,4.8,0.971,No,Yes,50.0,56.7,61.1,55.9,0
290,Male,Group B,Bachelor's,Standard,Not Completed,7.9,0.934,Yes,No,74.9,73.7,78.0,75.5,1
291,Female,Group C,Associate's,Standard,Completed,11.3,0.91,No,Yes,75.1,83.9,73.9,77.6,1
292,Female,Group B,High School,Standard,Completed,9.5,0.953,No,Yes,78.5,89.4,84.4,84.1,1
293,Male,Group B,Associate's,Free/Reduced,Not Completed,6.5,0.856,No,No,61.1,65.6,61.3,62.7,1
294,Female,Group C,Master's,Standard,Not Completed,1.7,0.787,No,No,67.1,72.8,66.3,68.7,1
295,Female,Group A,Some College,Free/Reduced,Completed,4.7,0.958,Yes,No,62.2,53.0,69.7,61.6,1
296,Male,Group A,Some College,Free/Reduced,Completed,4.4,0.999,No,Yes,84.0,92.3,79.6,85.3,1
297,Male,Group B,High School,Standard,Not Completed,10.2,0.811,Yes,Yes,62.6,65.7,57.6,62.0,1
298,Female,Group A,High School,Standard,Completed,7.3,0.966,Yes,No,72.0,73.8,69.4,71.7,1
299,Male,Group A,Some College,Free/Reduced,Not Completed,7.5,1.0,No,No,70.6,66.6,58.4,65.2,1
300,Female,Group B,Associate's,Standard,Completed,3.9,0.9,No,No,95.6,100.0,89.0,94.9,1
301,Female,Group D,High School,Free/Reduced,Completed,14.2,0.835,No,Yes,75.4,65.6,66.5,69.2,1
302,Male,Group C,Master's,Standard,Not Completed,7.5,0.91,No,Yes,77.9,83.1,60.4,73.8,1
303,Male,Group C,Bachelor's,Standard,Completed,3.8,0.856,No,No,71.5,74.2,71.9,72.5,1
304,Male,Group B,Associate's,Free/Reduced,Not Completed,3.9,0.851,No,No,54.8,62.0,55.0,57.3,0
305,Male,Group E,Bachelor's,Standard,Not Completed,8.1,0.935,No,Yes,67.4,69.7,74.3,70.5,1
306,Male,Group C,High School,Standard,Not Completed,3.7,0.772,Yes,Yes,53.9,53.7,58.3,55.3,0
307,Female,Group A,Some College,Standard,Not Completed,4.4,0.784,No,Yes,65.4,72.0,68.1,68.5,1
308,Female,Group C,Associate's,Standard,Not Completed,3.1,0.902,No,Yes,70.1,70.2,71.6,70.6,1
309,Male,Group A,Bachelor's,Standard,Not Completed,10.1,0.898,Yes,No,68.5,80.9,70.5,73.3,1
310,Female,Group B,Bachelor's,Free/Reduced,Not Completed,3.7,0.927,No,No,62.5,63.7,61.7,62.6,1
311,Female,Group C,Some College,Standard,Not Completed,15.5,1.0,No,No,76.4,79.6,70.9,75.6,1
312,Female,Group E,Master's,Standard,Not Completed,8.7,0.908,No,No,79.3,87.2,83.4,83.3,1
313,Female,Group C,High School,Free/Reduced,Not Completed,3.1,0.948,No,Yes,65.8,80.1,66.8,70.9,1
314,Male,Group D,Bachelor's,Standard,Not Completed,9.4,0.822,No,Yes,65.6,71.4,63.3,66.8,1
315,Male,Group E,Master's,Standard,Not Completed,14.2,0.961,No,No,84.0,85.7,90.1,86.6,1
316,Male,Group A,High School,Free/Reduced,Not Completed,6.4,0.858,No,No,73.5,77.1,59.1,69.9,1
317,Female,Group B,Bachelor's,Free/Reduced,Completed,15.1,0.906,Yes,No,97.0,98.2,94.3,96.5,1
318,Female,Group C,High School,Standard,Completed,8.8,0.891,No,Yes,74.9,82.0,80.6,79.2,1
319,Female,Group C,Some College,Standard,Completed,4.6,0.983,No,No,92.4,91.8,87.9,90.7,1
320,Female,Group C,Associate's,Standard,Not Completed,20.4,0.795,No,No,82.1,94.0,79.6,85.2,1
321,Male,Group E,Associate's,Standard,Not Completed,2.5,0.717,No,Yes,42.0,34.9,33.3,36.7,0
322,Male,Group D,Master's,Standard,Completed,5.4,0.883,No,No,80.3,89.6,74.1,81.3,1
323,Male,Group C,Associate's,Standard,Not Completed,6.5,0.937,Yes,No,62.0,62.5,65.5,63.3,1
324,Female,Group B,Some College,Standard,Not Completed,18.5,0.912,No,No,79.4,87.0,84.8,83.7,1
325,Male,Group D,Bachelor's,Standard,Not Completed,10.3,0.999,No,No,66.9,68.5,66.2,67.2,1
326,Male,Group E,Master's,Standard,Completed,9.3,0.935,No,No,74.6,88.6,80.6,81.3,1
327,Male,Group D,High School,Free/Reduced,Not Completed,4.1,0.855,No,No,54.4,57.3,49.8,53.8,0
328,Male,Group A,Master's,Standard,Completed,6.2,0.714,No,Yes,67.1,68.0,65.5,66.9,1
329,Female,Group C,High School,Standard,Completed,4.6,0.881,No,Yes,67.5,65.0,62.3,64.9,1
330,Female,Group A,Bachelor's,Standard,Not Completed,9.1,0.982,No,Yes,88.2,90.7,80.2,86.4,1
331,Female,Group B,Some College,Standard,Completed,12.9,0.869,No,Yes,69.3,80.2,75.6,75.0,1
332,Male,Group A,High School,Free/Reduced,Not Completed,23.0,0.902,No,No,81.4,92.0,86.9,86.8,1
333,Female,Group C,Some College,Standard,Completed,5.0,0.934,No,Yes,72.9,53.8,65.3,64.0,1
334,Female,Group D,Associate's,Standard,Not Completed,2.5,0.819,No,No,64.0,57.5,61.2,60.9,1
335,Female,Group A,Some College,Standard,Completed,5.5,0.95,Yes,No,82.8,83.1,81.4,82.4,1
336,Female,Group C,High School,Free/Reduced,Not Completed,11.9,1.0,No,No,61.9,69.8,69.1,66.9,1
337,Male,Group C,Associate's,Standard,Completed,3.8,0.886,Yes,No,72.0,66.8,71.2,70.0,1
338,Male,Group B,Master's,Standard,Not Completed,6.7,0.81,No,Yes,69.8,78.8,75.1,74.6,1
339,Female,Group A,Some College,Standard,Not Completed,9.3,0.895,No,No,79.9,75.4,74.0,76.4,1
340,Female,Group C,High School,Standard,Completed,5.1,0.722,No,No,63.6,60.1,55.2,59.6,0
341,Female,Group D,Some College,Standard,Completed,7.7,0.927,No,No,68.3,79.0,77.7,75.0,1
342,Female,Group A,High School,Standard,Not Completed,3.6,0.936,No,No,67.2,57.7,54.6,59.8,0
343,Female,Group A,Bachelor's,Free/Reduced,Not Completed,13.4,1.0,No,No,85.5,97.4,79.9,87.6,1
344,Female,Group B,Bachelor's,Free/Reduced,Not Completed,5.8,0.884,Yes,No,72.4,80.5,69.8,74.2,1
345,Female,Group E,Associate's,Standard,Completed,7.5,0.933,No,No,53.0,60.0,52.7,55.2,0
346,Male,Group D,Some College,Standard,Completed,1.8,0.831,No,Yes,50.5,52.0,57.5,53.3,0
347,Male,Group D,Bachelor's,Standard,Completed,3.2,0.871,No,No,66.6,66.3,66.1,66.3,1
348,Female,Group B,Associate's,Free/Reduced,Not Completed,11.7,0.778,Yes,No,63.0,72.5,65.5,67.0,1
349,Female,Group C,Bachelor's,Standard,Not Completed,5.0,0.884,Yes,Yes,75.7,79.3,77.1,77.4,1
350,Male,Group A,Associate's,Free/Reduced,Completed,3.7,0.876,No,Yes,73.6,80.4,69.1,74.4,1
351,Female,Group C,Bachelor's,Standard,Completed,2.3,0.924,Yes,No,85.9,80.6,75.5,80.7,1
352,Male,Group E,Associate's,Standard,Not Completed,13.3,0.85,No,No,56.9,68.7,59.3,61.6,1
353,Male,Group C,Some College,Standard,Completed,10.0,0.907,No,Yes,96.1,85.0,90.7,90.6,1
354,Female,Group E,Master's,Standard,Not Completed,9.6,0.873,No,No,95.5,87.0,90.8,91.1,1
355,Female,Group D,Associate's,Free/Reduced,Not Completed,16.3,0.873,Yes,Yes,72.6,74.4,67.1,71.4,1
356,Male,Group A,Associate's,Free/Reduced,Not Completed,5.4,0.906,Yes,No,65.9,76.5,72.8,71.7,1
357,Female,Group E,High School,Standard,Not Completed,2.5,0.903,Yes,Yes,57.0,56.9,65.6,59.8,0
358,Male,Group A,Associate's,Standard,Not Completed,6.9,0.961,No,Yes,73.5,73.5,66.4,71.1,1
359,Male,Group C,Associate's,Free/Reduced,Not Completed,18.0,0.89,Yes,Yes,93.6,100.0,93.0,95.5,1
360,Male,Group A,High School,Free/Reduced,Not Completed,7.0,0.872,No,No,75.6,83.3,78.6,79.2,1
361,Female,Group A,High School,Standard,Completed,12.7,0.886,No,No,84.6,86.2,81.7,84.2,1
362,Male,Group C,Associate's,Standard,Not Completed,2.6,0.843,No,No,61.9,53.1,67.5,60.8,1
363,Female,Group B,Bachelor's,Standard,Not Completed,4.1,0.871,No,Yes,65.2,78.4,73.9,72.5,1
364,Male,Group C,Associate's,Standard,Not Completed,11.3,1.0,No,Yes,79.8,84.0,82.9,82.2,1
365,Male,Group C,High School,Standard,Not Completed,7.4,0.827,No,No,69.4,71.6,68.9,70.0,1
366,Female,Group A,Associate's,Standard,Completed,6.3,0.878,Yes,Yes,75.1,77.4,81.9,78.1,1
367,Male,Group A,High School,Standard,Not Completed,12.6,0.869,No,No,72.0,66.3,65.6,68.0,1
368,Male,Group C,Some College,Standard,Completed,11.2,0.88,No,No,72.2,68.8,51.3,64.1,1
369,Female,Group B,High School,Standard,Not Completed,7.6,0.874,Yes,Yes,75.2,79.1,71.4,75.2,1
370,Female,Group D,High School,Free/Reduced,Not Completed,0.9,0.922,No,No,62.1,52.9,52.5,55.8,0
371,Female,Group D,High School,Free/Reduced,Not Completed,6.7,0.763,No,No,50.3,46.8,47.3,48.1,0
372,Female,Group D,Some College,Standard,Not Completed,8.7,0.983,No,No,83.4,94.6,80.5,86.2,1
373,Female,Group D,High School,Free/Reduced,Not Completed,1.8,0.951,No,Yes,45.5,56.1,51.6,51.1,0
374,Male,Group C,Some College,Free/Reduced,Completed,8.5,0.801,No,Yes,63.2,65.6,59.2,62.7,1
375,Female,Group D,Associate's,Standard,Not Completed,13.0,0.718,No,Yes,64.2,63.2,68.5,65.3,1
376,Female,Group B,Some College,Standard,Not Completed,6.7,0.822,Yes,Yes,58.5,68.7,71.5,66.2,1
377,Male,Group B,Some College,Free/Reduced,Not Completed,3.4,0.881,No,Yes,51.7,66.3,53.9,57.3,0
378,Female,Group D,Bachelor's,Free/Reduced,Not Completed,1.0,1.0,No,No,78.0,81.9,67.5,75.8,1
379,Male,Group C,High School,Free/Reduced,Not Completed,8.6,0.943,No,Yes,57.3,56.4,54.7,56.1,0
380,Female,Group D,Associate's,Free/Reduced,Not Completed,2.0,0.755,No,Yes,48.0,57.6,52.7,52.8,0
381,Female,Group D,High School,Standard,Not Completed,9.6,0.845,No,Yes,61.8,75.9,70.4,69.4,1
382,Male,Group E,High School,Standard,Not Completed,17.5,0.896,Yes,Yes,89.5,91.1,76.6,85.7,1
383,Male,Group E,Associate's,Standard,Completed,4.2,0.92,Yes,Yes,80.8,83.2,81.5,81.8,1
384,Male,Group C,Associate's,Standard,Completed,5.8,0.795,No,No,69.0,57.4,56.4,60.9,1
385,Male,Group B,Bachelor's,Standard,Not Completed,18.1,0.889,Yes,No,93.8,98.2,100.0,97.3,1
386,Male,Group C,Associate's,Standard,Not Completed,7.2,0.843,No,Yes,74.2,77.6,71.9,74.6,1
387,Female,Group C,Master's,Standard,Completed,5.0,0.812,No,Yes,65.4,66.2,66.3,66.0,1
388,Female,Group C,High School,Free/Reduced,Not Completed,11.9,0.921,No,Yes,70.6,72.1,62.5,68.4,1
389,Male,Group D,High School,Standard,Not Completed,5.2,0.962,No,No,64.3,64.1,56.3,61.6,1
390,Male,Group D,High School,Standard,Not Completed,4.0,0.967,Yes,No,69.3,70.7,69.2,69.7,1
391,Male,Group C,High School,Standard,Not Completed,9.5,0.946,No,Yes,67.9,66.8,61.0,65.2,1
392,Female,Group B,Associate's,Standard,Not Completed,12.5,0.86,No,Yes,79.4,86.1,77.2,80.9,1
393,Female,Group C,Associate's,Free/Reduced,Completed,4.0,0.957,Yes,Yes,87.7,79.5,86.0,84.4,1
394,Male,Group A,High School,Free/Reduced,Completed,7.6,0.925,Yes,No,89.8,74.6,74.3,79.6,1
395,Female,Group E,Master's,Free/Reduced,Completed,6.0,0.911,Yes,Yes,78.6,88.4,76.0,81.0,1
396,Male,Group B,Bachelor's,Standard,Completed,6.6,0.851,No,Yes,50.7,58.0,63.2,57.3,0
397,Male,Group B,Some College,Standard,Not Completed,3.4,0.86,No,Yes,63.3,68.7,53.2,61.7,1
398,Female,Group A,High School,Standard,Not Completed,9.9,0.906,No,No,69.7,75.7,76.3,73.9,1
399,Male,Group C,High School,Standard,Completed,15.5,1.0,No,No,94.9,98.5,95.6,96.3,1
400,Male,Group C,High School,Free/Reduced,Completed,3.9,0.924,Yes,Yes,65.7,65.5,62.4,64.5,1
401,Female,Group B,High School,Free/Reduced,Not Completed,9.9,0.851,Yes,No,56.7,55.9,50.9,54.5,0
402,Male,Group A,Associate's,Free/Reduced,Completed,11.8,0.833,Yes,Yes,89.5,86.3,80.7,85.5,1
403,Female,Group C,High School,Standard,Not Completed,7.6,0.861,No,Yes,66.7,61.9,57.9,62.2,1
404,Male,Group B,Some College,Free/Reduced,Not Completed,9.7,1.0,Yes,Yes,72.0,77.7,79.9,76.5,1
405,Female,Group D,Master's,Standard,Not Completed,4.2,0.868,Yes,No,68.2,71.5,76.5,72.1,1
406,Male,Group C,Associate's,Free/Reduced,Not Completed,15.0,0.973,No,No,79.3,80.0,73.6,77.6,1
407,Female,Group B,Master's,Standard,Not Completed,12.5,0.87,No,Yes,77.3,73.0,80.9,77.1,1
408,Female,Group B,High School,Standard,Not Completed,13.3,0.921,Yes,Yes,69.7,76.2,72.9,72.9,1
409,Male,Group E,Some College,Standard,Not Completed,3.0,0.963,No,No,71.7,71.2,66.0,69.6,1
410,Female,Group C,Associate's,Free/Reduced,Not Completed,9.0,0.854,Yes,No,70.1,65.6,58.7,64.8,1
411,Female,Group D,High School,Standard,Not Completed,4.5,0.849,No,Yes,67.7,55.5,58.7,60.6,1
412,Male,Group A,High School,Standard,Completed,15.7,1.0,Yes,No,99.1,92.4,89.9,93.8,1
413,Male,Group C,Associate's,Free/Reduced,Not Completed,4.0,0.979,Yes,Yes,62.0,77.9,70.3,70.1,1
414,Male,Group A,Associate's,Standard,Not Completed,7.8,0.963,No,No,63.6,63.2,57.7,61.5,1
415,Male,Group C,Some College,Standard,Not Completed,1.4,0.963,Yes,Yes,87.6,93.1,89.7,90.1,1
416,Female,Group E,Some College,Standard,Not Completed,7.7,0.937,No,Yes,68.6,68.8,64.6,67.3,1
417,Female,Group C,Some College,Standard,Completed,3.0,1.0,No,Yes,81.3,67.5,75.6,74.8,1
418,Female,Group A,High School,Free/Reduced,Not Completed,9.2,0.904,No,No,88.9,89.6,77.2,85.2,1
419,Male,Group A,Some College,Free/Reduced,Completed,6.1,0.946,No,Yes,75.2,82.9,81.9,80.0,1
420,Male,Group C,High School,Standard,Not Completed,5.3,0.784,Yes,No,59.4,55.7,50.6,55.2,0
421,Male,Group B,High School,Free/Reduced,Not Completed,15.9,0.834,Yes,Yes,83.9,74.0,69.1,75.7,1
422,Male,Group A,Master's,Standard,Not Completed,21.2,0.804,No,Yes,78.2,77.4,76.4,77.3,1
423,Female,Group D,Associate's,Standard,Not Completed,2.4,1.0,No,Yes,76.9,87.3,75.0,79.7,1
424,Female,Group C,Bachelor's,Standard,Not Completed,5.4,0.696,No,No,57.6,59.8,57.9,58.4,0
425,Female,Group B,Some College,Standard,Not Completed,10.8,0.868,No,Yes,66.4,65.4,56.2,62.7,1
426,Male,Group E,Some College,Standard,Not Completed,8.4,0.661,Yes,No,47.3,49.6,44.9,47.3,0
427,Female,Group A,High School,Free/Reduced,Not Completed,10.5,0.833,No,No,55.3,52.5,57.3,55.0,0
428,Male,Group E,High School,Free/Reduced,Completed,6.4,0.861,No,No,72.1,80.2,71.6,74.6,1
429,Female,Group B,High School,Standard,Not Completed,12.8,1.0,No,No,73.9,89.5,78.7,80.7,1
430,Female,Group E,Bachelor's,Standard,Not Completed,7.6,0.932,No,No,80.7,76.5,74.1,77.1,1
431,Female,Group C,Associate's,Free/Reduced,Not Completed,8.7,0.833,Yes,No,62.6,65.6,60.5,62.9,1
432,Male,Group D,Associate's,Free/Reduced,Not Completed,3.0,0.985,No,Yes,58.1,55.7,50.2,54.7,0
433,Male,Group E,Some College,Free/Reduced,Not Completed,7.1,0.901,No,No,65.3,68.1,72.7,68.7,1
434,Female,Group B,Master's,Standard,Completed,10.9,0.903,Yes,Yes,94.0,100.0,91.7,95.2,1
435,Female,Group E,High School,Free/Reduced,Completed,8.1,0.804,Yes,No,78.4,83.3,67.7,76.5,1
436,Male,Group C,Some College,Standard,Not Completed,7.3,0.821,Yes,Yes,62.5,67.6,64.9,65.0,1
437,Female,Group C,Some College,Standard,Not Completed,9.0,0.834,Yes,Yes,62.5,78.8,55.6,65.6,1
438,Male,Group B,Bachelor's,Standard,Not Completed,7.5,0.904,Yes,Yes,83.5,91.7,84.7,86.6,1
439,Male,Group C,Master's,Standard,Completed,6.5,0.906,No,Yes,93.3,89.6,79.1,87.3,1
440,Female,Group B,High School,Standard,Not Completed,11.1,1.0,No,Yes,87.4,85.4,80.3,84.4,1
441,Female,Group C,Bachelor's,Standard,Not Completed,6.3,0.931,No,Yes,68.5,80.2,63.7,70.8,1
442,Male,Group C,Bachelor's,Standard,Not Completed,2.9,0.683,Yes,No,57.3,61.0,62.7,60.3,1
443,Female,Group D,High School,Free/Reduced,Completed,15.5,0.921,No,Yes,85.6,98.2,89.7,91.2,1
444,Female,Group D,Some College,Standard,Not Completed,4.5,0.784,No,No,53.7,56.9,62.6,57.7,0
445,Male,Group C,Some College,Standard,Not Completed,2.3,0.823,No,No,54.5,61.9,43.5,53.3,0
446,Male,Group B,Master's,Standard,Completed,9.6,0.835,Yes,No,96.3,98.8,100.0,98.4,1
447,Male,Group B,High School,Free/Reduced,Not Completed,16.6,0.847,No,Yes,60.4,67.8,63.8,64.0,1
448,Male,Group B,Bachelor's,Standard,Completed,9.8,0.79,No,Yes,86.2,82.5,77.4,82.0,1
449,Female,Group A,Some College,Standard,Not Completed,14.3,0.916,No,Yes,77.8,76.4,79.9,78.0,1
450,Female,Group B,Bachelor's,Standard,Completed,3.7,0.787,Yes,Yes,60.0,58.5,55.6,58.0,0
451,Male,Group B,Some College,Free/Reduced,Completed,2.9,0.929,No,No,66.4,83.9,77.6,76.0,1
452,Male,Group E,Associate's,Free/Reduced,Not Completed,5.4,1.0,No,Yes,34.8,37.4,41.0,37.7,0
453,Female,Group C,Bachelor's,Standard,Completed,12.3,0.794,No,Yes,56.0,59.0,59.1,58.0,0
454,Male,Group B,Bachelor's,Standard,Not Completed,9.3,0.877,No,Yes,75.5,76.3,81.7,77.8,1
455,Female,Group C,Bachelor's,Free/Reduced,Completed,9.7,0.698,No,Yes,73.1,66.8,76.6,72.2,1
456,Female,Group A,High School,Standard,Not Completed,7.3,0.876,No,Yes,46.2,67.5,56.8,56.8,0
457,Female,Group C,Associate's,Standard,Completed,5.5,0.951,No,Yes,85.9,86.2,63.0,78.4,1
458,Female,Group C,High School,Standard,Not Completed,7.5,0.958,Yes,No,53.8,57.9,51.0,54.2,0
459,Female,Group C,Some College,Standard,Completed,6.1,0.906,No,No,85.3,77.3,77.6,80.1,1
460,Female,Group C,Associate's,Standard,Not Completed,5.2,0.971,No,No,68.6,81.7,70.9,73.7,1
461,Female,Group E,Some College,Standard,Completed,8.5,1.0,Yes,No,88.7,80.2,86.9,85.3,1
462,Male,Group E,Associate's,Free/Reduced,Completed,5.8,1.0,Yes,Yes,81.6,93.9,77.8,84.4,1
463,Male,Group C,Master's,Free/Reduced,Not Completed,7.9,0.858,No,Yes,77.8,72.3,76.9,75.7,1
464,Male,Group C,High School,Standard,Completed,1.6,0.784,No,No,55.2,57.1,49.5,53.9,0
465,Male,Group C,Associate's,Free/Reduced,Completed,7.5,0.868,Yes,Yes,62.7,60.2,65.5,62.8,1
466,Female,Group B,Some College,Standard,Not Completed,5.7,0.824,Yes,Yes,88.9,80.1,90.2,86.4,1
467,Female,Group C,High School,Standard,Not Completed,14.7,0.936,No,No,82.6,97.5,80.3,86.8,1
468,Male,Group A,High School,Standard,Not Completed,2.3,0.806,No,No,43.3,48.0,36.5,42.6,0
469,Female,Group C,Master's,Free/Reduced,Not Completed,7.2,0.894,No,Yes,58.8,76.3,69.3,68.1,1
470,Male,Group C,Bachelor's,Free/Reduced,Not Completed,11.0,0.967,No,Yes,78.9,71.3,68.5,72.9,1
471,Female,Group B,Master's,Free/Reduced,Not Completed,6.3,0.892,No,Yes,88.1,81.2,74.9,81.4,1
472,Male,Group E,Master's,Free/Reduced,Not Completed,5.6,0.824,No,No,41.2,52.1,52.0,48.4,0
473,Female,Group E,High School,Standard,Not Completed,10.9,0.994,No,Yes,70.4,74.2,73.5,72.7,1
474,Male,Group D,Some College,Free/Reduced,Not Completed,9.1,0.75,No,No,47.1,38.9,51.6,45.9,0
475,Male,Group C,Associate's,Free/Reduced,Completed,9.5,0.874,No,Yes,71.2,78.4,70.8,73.5,1
476,Male,Group E,Some College,Free/Reduced,Completed,5.2,0.897,No,Yes,64.1,65.9,59.2,63.1,1
477,Female,Group A,Some College,Standard,Not Completed,4.8,0.901,No,No,63.0,62.2,64.2,63.1,1
478,Male,Group D,Some College,Standard,Completed,7.9,0.914,No,No,68.7,63.5,69.0,67.1,1
479,Male,Group A,Associate's,Standard,Completed,11.5,0.949,Yes,No,82.9,88.4,81.7,84.3,1
480,Male,Group D,Associate's,Standard,Completed,2.7,0.897,No,No,75.0,89.0,73.7,79.2,1
481,Male,Group B,High School,Standard,Not Completed,6.4,0.871,Yes,Yes,64.3,67.1,64.5,65.3,1
482,Male,Group E,Some College,Standard,Not Completed,5.0,0.867,No,No,66.6,69.8,67.4,67.9,1
483,Female,Group E,Associate's,Standard,Completed,6.9,0.851,No,Yes,79.0,78.7,63.1,73.6,1
484,Male,Group A,Associate's,Standard,Completed,10.4,0.963,No,No,77.1,74.9,74.6,75.5,1
485,Male,Group C,High School,Standard,Completed,3.9,0.848,Yes,Yes,61.3,67.1,65.9,64.8,1
486,Male,Group E,Bachelor's,Standard,Completed,9.7,0.968,No,Yes,89.4,87.9,77.9,85.1,1
487,Female,Group C,High School,Free/Reduced,Not Completed,5.4,0.902,No,Yes,37.1,47.6,43.5,42.7,0
488,Female,Group E,Some College,Standard,Not Completed,12.5,0.858,No,Yes,68.2,83.5,63.6,71.8,1
489,Male,Group C,Bachelor's,Standard,Not Completed,4.1,0.949,Yes,No,79.5,81.6,81.1,80.7,1
490,Male,Group C,Associate's,Free/Reduced,Not Completed,11.4,0.842,Yes,Yes,69.3,70.6,65.4,68.4,1
491,Female,Group B,Some College,Standard,Completed,2.9,0.951,No,No,67.0,69.9,67.1,68.0,1
